;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/05/2017 09:18:11
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,494 :: 		
0x031E	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,495 :: 		
0x0320	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,496 :: 		
0x0322	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,497 :: 		
0x0324	0x2E03      	DECFSZ      R3, 1, 0
;__Lib_MathDouble.c,498 :: 		
0x0326	0xF001EF8C  	GOTO        NORM3232A
;__Lib_MathDouble.c,499 :: 		
0x032A	0xF001EF9C  	GOTO        JPNSETFUN32
;__Lib_MathDouble.c,500 :: 		
JPNRES032:
;__Lib_MathDouble.c,501 :: 		
0x032E	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,502 :: 		
0x0330	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,504 :: 		
0x0332	0xDF19      	RCALL       _RES032
;__Lib_MathDouble.c,506 :: 		
0x0334	0xF001EFA4  	GOTO        NORM32EEE
;__Lib_MathDouble.c,507 :: 		
JPNSETFUN32:
;__Lib_MathDouble.c,508 :: 		
0x0338	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,509 :: 		
0x033A	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,511 :: 		
0x033C	0xDF07      	RCALL       _SETFUN32
;__Lib_MathDouble.c,513 :: 		
0x033E	0xF001EFA4  	GOTO        NORM32EEE
;__Lib_MathDouble.c,514 :: 		
JMPNFIXSIGN32:
;__Lib_MathDouble.c,515 :: 		
0x0342	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,516 :: 		
0x0344	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,518 :: 		
0x0346	0xDF7B      	RCALL       _FIXSIGN32
;__Lib_MathDouble.c,520 :: 		
NORM32EEE:
;__Lib_MathDouble.c,527 :: 		
L_end_NRM3232:
0x0348	0x0012      	RETURN      0
; end of _NRM3232
_keyHandler:
;motor.c,216 :: 		int keyHandler (int key, KeyType* type)
;motor.c,218 :: 		int result = -1;
0x034A	0x0EFF      	MOVLW       255
0x034C	0x0100      	MOVLB       0
0x034E	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x0350	0x0EFF      	MOVLW       255
0x0352	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,219 :: 		switch(key)
0x0354	0xD095      	BRA         L_keyHandler13
;motor.c,221 :: 		case 231:
L_keyHandler15:
;motor.c,222 :: 		*type = ON_CLEAR;
0x0356	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x035A	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x035E	0x0E05      	MOVLW       5
0x0360	0x6EE6      	MOVWF       POSTINC1 
;motor.c,223 :: 		break;
0x0362	0xD0FB      	BRA         L_keyHandler14
;motor.c,225 :: 		case 215:
L_keyHandler16:
;motor.c,226 :: 		*type = NUM;
0x0364	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0368	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x036C	0x0E06      	MOVLW       6
0x036E	0x6EE6      	MOVWF       POSTINC1 
;motor.c,227 :: 		result = 0;
0x0370	0x6B85      	CLRF        keyHandler_result_L0, 1
0x0372	0x6B86      	CLRF        keyHandler_result_L0+1, 1
;motor.c,228 :: 		break;
0x0374	0xD0F2      	BRA         L_keyHandler14
;motor.c,230 :: 		case 183:
L_keyHandler17:
;motor.c,231 :: 		*type = EQUALS;
0x0376	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x037A	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x037E	0x6AE6      	CLRF        POSTINC1 
;motor.c,232 :: 		break;
0x0380	0xD0EC      	BRA         L_keyHandler14
;motor.c,234 :: 		case 119:
L_keyHandler18:
;motor.c,235 :: 		*type = SUM;
0x0382	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0386	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x038A	0x0E01      	MOVLW       1
0x038C	0x6EE6      	MOVWF       POSTINC1 
;motor.c,236 :: 		break;
0x038E	0xD0E5      	BRA         L_keyHandler14
;motor.c,238 :: 		case 235:
L_keyHandler19:
;motor.c,239 :: 		*type = NUM;
0x0390	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0394	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x0398	0x0E06      	MOVLW       6
0x039A	0x6EE6      	MOVWF       POSTINC1 
;motor.c,240 :: 		result = 1;
0x039C	0x0E01      	MOVLW       1
0x039E	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x03A0	0x0E00      	MOVLW       0
0x03A2	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,241 :: 		break;
0x03A4	0xD0DA      	BRA         L_keyHandler14
;motor.c,243 :: 		case 219:
L_keyHandler20:
;motor.c,244 :: 		*type = NUM;
0x03A6	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x03AA	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x03AE	0x0E06      	MOVLW       6
0x03B0	0x6EE6      	MOVWF       POSTINC1 
;motor.c,245 :: 		result = 2;
0x03B2	0x0E02      	MOVLW       2
0x03B4	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x03B6	0x0E00      	MOVLW       0
0x03B8	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,246 :: 		break;
0x03BA	0xD0CF      	BRA         L_keyHandler14
;motor.c,248 :: 		case 187:
L_keyHandler21:
;motor.c,249 :: 		*type = NUM;
0x03BC	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x03C0	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x03C4	0x0E06      	MOVLW       6
0x03C6	0x6EE6      	MOVWF       POSTINC1 
;motor.c,250 :: 		result = 3;
0x03C8	0x0E03      	MOVLW       3
0x03CA	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x03CC	0x0E00      	MOVLW       0
0x03CE	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,251 :: 		break;
0x03D0	0xD0C4      	BRA         L_keyHandler14
;motor.c,253 :: 		case 123:
L_keyHandler22:
;motor.c,254 :: 		*type = SUB;
0x03D2	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x03D6	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x03DA	0x0E02      	MOVLW       2
0x03DC	0x6EE6      	MOVWF       POSTINC1 
;motor.c,255 :: 		break;
0x03DE	0xD0BD      	BRA         L_keyHandler14
;motor.c,257 :: 		case 237:
L_keyHandler23:
;motor.c,258 :: 		*type = NUM;
0x03E0	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x03E4	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x03E8	0x0E06      	MOVLW       6
0x03EA	0x6EE6      	MOVWF       POSTINC1 
;motor.c,259 :: 		result = 4;
0x03EC	0x0E04      	MOVLW       4
0x03EE	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x03F0	0x0E00      	MOVLW       0
0x03F2	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,260 :: 		break;
0x03F4	0xD0B2      	BRA         L_keyHandler14
;motor.c,262 :: 		case 221:
L_keyHandler24:
;motor.c,263 :: 		*type = NUM;
0x03F6	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x03FA	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x03FE	0x0E06      	MOVLW       6
0x0400	0x6EE6      	MOVWF       POSTINC1 
;motor.c,264 :: 		result = 5;
0x0402	0x0E05      	MOVLW       5
0x0404	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x0406	0x0E00      	MOVLW       0
0x0408	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,265 :: 		break;
0x040A	0xD0A7      	BRA         L_keyHandler14
;motor.c,267 :: 		case 189:
L_keyHandler25:
;motor.c,268 :: 		*type = NUM;
0x040C	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0410	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x0414	0x0E06      	MOVLW       6
0x0416	0x6EE6      	MOVWF       POSTINC1 
;motor.c,269 :: 		result = 6;
0x0418	0x0E06      	MOVLW       6
0x041A	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x041C	0x0E00      	MOVLW       0
0x041E	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,270 :: 		break;
0x0420	0xD09C      	BRA         L_keyHandler14
;motor.c,272 :: 		case 125:
L_keyHandler26:
;motor.c,273 :: 		*type = MULT;
0x0422	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0426	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x042A	0x0E03      	MOVLW       3
0x042C	0x6EE6      	MOVWF       POSTINC1 
;motor.c,274 :: 		break;
0x042E	0xD095      	BRA         L_keyHandler14
;motor.c,276 :: 		case 238:
L_keyHandler27:
;motor.c,277 :: 		*type = NUM;
0x0430	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0434	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x0438	0x0E06      	MOVLW       6
0x043A	0x6EE6      	MOVWF       POSTINC1 
;motor.c,278 :: 		result = 7;
0x043C	0x0E07      	MOVLW       7
0x043E	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x0440	0x0E00      	MOVLW       0
0x0442	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,279 :: 		break;
0x0444	0xD08A      	BRA         L_keyHandler14
;motor.c,281 :: 		case 222:
L_keyHandler28:
;motor.c,282 :: 		*type = NUM;
0x0446	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x044A	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x044E	0x0E06      	MOVLW       6
0x0450	0x6EE6      	MOVWF       POSTINC1 
;motor.c,283 :: 		result = 8;
0x0452	0x0E08      	MOVLW       8
0x0454	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x0456	0x0E00      	MOVLW       0
0x0458	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,284 :: 		break;
0x045A	0xD07F      	BRA         L_keyHandler14
;motor.c,286 :: 		case 190:
L_keyHandler29:
;motor.c,287 :: 		*type = NUM;
0x045C	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0460	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x0464	0x0E06      	MOVLW       6
0x0466	0x6EE6      	MOVWF       POSTINC1 
;motor.c,288 :: 		result = 9;
0x0468	0x0E09      	MOVLW       9
0x046A	0x6F85      	MOVWF       keyHandler_result_L0, 1
0x046C	0x0E00      	MOVLW       0
0x046E	0x6F86      	MOVWF       keyHandler_result_L0+1, 1
;motor.c,289 :: 		break;
0x0470	0xD074      	BRA         L_keyHandler14
;motor.c,291 :: 		case 126:
L_keyHandler30:
;motor.c,292 :: 		*type = DIVI;
0x0472	0xFFE1C083  	MOVFF       FARG_keyHandler_type, FSR1L
0x0476	0xFFE2C084  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x047A	0x0E04      	MOVLW       4
0x047C	0x6EE6      	MOVWF       POSTINC1 
;motor.c,293 :: 		break;
0x047E	0xD06D      	BRA         L_keyHandler14
;motor.c,294 :: 		}
L_keyHandler13:
0x0480	0x0E00      	MOVLW       0
0x0482	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0484	0xE102      	BNZ         L__keyHandler42
0x0486	0x0EE7      	MOVLW       231
0x0488	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler42:
0x048A	0xB4D8      	BTFSC       STATUS, 2 
0x048C	0xD764      	BRA         L_keyHandler15
0x048E	0x0E00      	MOVLW       0
0x0490	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0492	0xE102      	BNZ         L__keyHandler43
0x0494	0x0ED7      	MOVLW       215
0x0496	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler43:
0x0498	0xB4D8      	BTFSC       STATUS, 2 
0x049A	0xD764      	BRA         L_keyHandler16
0x049C	0x0E00      	MOVLW       0
0x049E	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x04A0	0xE102      	BNZ         L__keyHandler44
0x04A2	0x0EB7      	MOVLW       183
0x04A4	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler44:
0x04A6	0xB4D8      	BTFSC       STATUS, 2 
0x04A8	0xD766      	BRA         L_keyHandler17
0x04AA	0x0E00      	MOVLW       0
0x04AC	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x04AE	0xE102      	BNZ         L__keyHandler45
0x04B0	0x0E77      	MOVLW       119
0x04B2	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler45:
0x04B4	0xB4D8      	BTFSC       STATUS, 2 
0x04B6	0xD765      	BRA         L_keyHandler18
0x04B8	0x0E00      	MOVLW       0
0x04BA	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x04BC	0xE102      	BNZ         L__keyHandler46
0x04BE	0x0EEB      	MOVLW       235
0x04C0	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler46:
0x04C2	0xB4D8      	BTFSC       STATUS, 2 
0x04C4	0xD765      	BRA         L_keyHandler19
0x04C6	0x0E00      	MOVLW       0
0x04C8	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x04CA	0xE102      	BNZ         L__keyHandler47
0x04CC	0x0EDB      	MOVLW       219
0x04CE	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler47:
0x04D0	0xB4D8      	BTFSC       STATUS, 2 
0x04D2	0xD769      	BRA         L_keyHandler20
0x04D4	0x0E00      	MOVLW       0
0x04D6	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x04D8	0xE102      	BNZ         L__keyHandler48
0x04DA	0x0EBB      	MOVLW       187
0x04DC	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler48:
0x04DE	0xB4D8      	BTFSC       STATUS, 2 
0x04E0	0xD76D      	BRA         L_keyHandler21
0x04E2	0x0E00      	MOVLW       0
0x04E4	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x04E6	0xE102      	BNZ         L__keyHandler49
0x04E8	0x0E7B      	MOVLW       123
0x04EA	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler49:
0x04EC	0xB4D8      	BTFSC       STATUS, 2 
0x04EE	0xD771      	BRA         L_keyHandler22
0x04F0	0x0E00      	MOVLW       0
0x04F2	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x04F4	0xE102      	BNZ         L__keyHandler50
0x04F6	0x0EED      	MOVLW       237
0x04F8	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler50:
0x04FA	0xB4D8      	BTFSC       STATUS, 2 
0x04FC	0xD771      	BRA         L_keyHandler23
0x04FE	0x0E00      	MOVLW       0
0x0500	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0502	0xE102      	BNZ         L__keyHandler51
0x0504	0x0EDD      	MOVLW       221
0x0506	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler51:
0x0508	0xB4D8      	BTFSC       STATUS, 2 
0x050A	0xD775      	BRA         L_keyHandler24
0x050C	0x0E00      	MOVLW       0
0x050E	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0510	0xE102      	BNZ         L__keyHandler52
0x0512	0x0EBD      	MOVLW       189
0x0514	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler52:
0x0516	0xB4D8      	BTFSC       STATUS, 2 
0x0518	0xD779      	BRA         L_keyHandler25
0x051A	0x0E00      	MOVLW       0
0x051C	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x051E	0xE102      	BNZ         L__keyHandler53
0x0520	0x0E7D      	MOVLW       125
0x0522	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler53:
0x0524	0xB4D8      	BTFSC       STATUS, 2 
0x0526	0xD77D      	BRA         L_keyHandler26
0x0528	0x0E00      	MOVLW       0
0x052A	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x052C	0xE102      	BNZ         L__keyHandler54
0x052E	0x0EEE      	MOVLW       238
0x0530	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler54:
0x0532	0xB4D8      	BTFSC       STATUS, 2 
0x0534	0xD77D      	BRA         L_keyHandler27
0x0536	0x0E00      	MOVLW       0
0x0538	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x053A	0xE102      	BNZ         L__keyHandler55
0x053C	0x0EDE      	MOVLW       222
0x053E	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler55:
0x0540	0xE082      	BZ          L_keyHandler28
0x0542	0x0E00      	MOVLW       0
0x0544	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0546	0xE102      	BNZ         L__keyHandler56
0x0548	0x0EBE      	MOVLW       190
0x054A	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler56:
0x054C	0xE087      	BZ          L_keyHandler29
0x054E	0x0E00      	MOVLW       0
0x0550	0x1982      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0552	0xE102      	BNZ         L__keyHandler57
0x0554	0x0E7E      	MOVLW       126
0x0556	0x1981      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler57:
0x0558	0xE08C      	BZ          L_keyHandler30
L_keyHandler14:
;motor.c,296 :: 		return result;
0x055A	0xF000C085  	MOVFF       keyHandler_result_L0, R0
0x055E	0xF001C086  	MOVFF       keyHandler_result_L0+1, R1
;motor.c,297 :: 		}
L_end_keyHandler:
0x0562	0x0012      	RETURN      0
; end of _keyHandler
_SETFDZ32:
;__Lib_MathDouble.c,106 :: 		
;__Lib_MathDouble.c,110 :: 		
0x0564	0x6A0B      	CLRF        R11, 0
;__Lib_MathDouble.c,111 :: 		
0x0566	0x860B      	BSF         R11, 3, 0
;__Lib_MathDouble.c,112 :: 		
0x0568	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,114 :: 		
L_end_SETFDZ32:
0x056A	0x0012      	RETURN      0
; end of _SETFDZ32
_WordToStr:
;__Lib_Conversions.c,84 :: 		
;__Lib_Conversions.c,89 :: 		
0x056C	0x6A76      	CLRF        WordToStr_len_L0 
L_WordToStr6:
0x056E	0x0E05      	MOVLW       5
0x0570	0x5C76      	SUBWF       WordToStr_len_L0, 0 
0x0572	0xE20A      	BC          L_WordToStr7
;__Lib_Conversions.c,90 :: 		
0x0574	0x5076      	MOVF        WordToStr_len_L0, 0 
0x0576	0x2474      	ADDWF       FARG_WordToStr_output, 0 
0x0578	0x6EE1      	MOVWF       FSR1L 
0x057A	0x0E00      	MOVLW       0
0x057C	0x2075      	ADDWFC      FARG_WordToStr_output+1, 0 
0x057E	0x6EE2      	MOVWF       FSR1H 
0x0580	0x0E20      	MOVLW       32
0x0582	0x6EE6      	MOVWF       POSTINC1 
;__Lib_Conversions.c,89 :: 		
0x0584	0x2A76      	INCF        WordToStr_len_L0, 1 
;__Lib_Conversions.c,90 :: 		
0x0586	0xD7F3      	BRA         L_WordToStr6
L_WordToStr7:
;__Lib_Conversions.c,91 :: 		
0x0588	0x5076      	MOVF        WordToStr_len_L0, 0 
0x058A	0x2474      	ADDWF       FARG_WordToStr_output, 0 
0x058C	0x6EE1      	MOVWF       FSR1L 
0x058E	0x0E00      	MOVLW       0
0x0590	0x2075      	ADDWFC      FARG_WordToStr_output+1, 0 
0x0592	0x6EE2      	MOVWF       FSR1H 
0x0594	0x6AE6      	CLRF        POSTINC1 
0x0596	0x0676      	DECF        WordToStr_len_L0, 1 
;__Lib_Conversions.c,93 :: 		
L_WordToStr9:
;__Lib_Conversions.c,94 :: 		
0x0598	0x5076      	MOVF        WordToStr_len_L0, 0 
0x059A	0x2474      	ADDWF       FARG_WordToStr_output, 0 
0x059C	0x6E77      	MOVWF       FLOC__WordToStr 
0x059E	0x0E00      	MOVLW       0
0x05A0	0x2075      	ADDWFC      FARG_WordToStr_output+1, 0 
0x05A2	0x6E78      	MOVWF       FLOC__WordToStr+1 
0x05A4	0x0E0A      	MOVLW       10
0x05A6	0x6E04      	MOVWF       R4 
0x05A8	0x0E00      	MOVLW       0
0x05AA	0x6E05      	MOVWF       R5 
0x05AC	0xF000C072  	MOVFF       FARG_WordToStr_input, R0
0x05B0	0xF001C073  	MOVFF       FARG_WordToStr_input+1, R1
0x05B4	0xDE29      	RCALL       _Div_16x16_U
0x05B6	0xF000C008  	MOVFF       R8, R0
0x05BA	0xF001C009  	MOVFF       R9, R1
0x05BE	0x0E30      	MOVLW       48
0x05C0	0x2600      	ADDWF       R0, 1 
0x05C2	0xFFE1C077  	MOVFF       FLOC__WordToStr, FSR1L
0x05C6	0xFFE2C078  	MOVFF       FLOC__WordToStr+1, FSR1H
0x05CA	0xFFE6C000  	MOVFF       R0, POSTINC1
;__Lib_Conversions.c,95 :: 		
0x05CE	0x0E0A      	MOVLW       10
0x05D0	0x6E04      	MOVWF       R4 
0x05D2	0x0E00      	MOVLW       0
0x05D4	0x6E05      	MOVWF       R5 
0x05D6	0xF000C072  	MOVFF       FARG_WordToStr_input, R0
0x05DA	0xF001C073  	MOVFF       FARG_WordToStr_input+1, R1
0x05DE	0xDE14      	RCALL       _Div_16x16_U
0x05E0	0xF072C000  	MOVFF       R0, FARG_WordToStr_input
0x05E4	0xF073C001  	MOVFF       R1, FARG_WordToStr_input+1
;__Lib_Conversions.c,96 :: 		
0x05E8	0x0E00      	MOVLW       0
0x05EA	0x1801      	XORWF       R1, 0 
0x05EC	0xE102      	BNZ         L__WordToStr109
0x05EE	0x0E00      	MOVLW       0
0x05F0	0x1800      	XORWF       R0, 0 
L__WordToStr109:
0x05F2	0xE101      	BNZ         L_WordToStr11
;__Lib_Conversions.c,97 :: 		
0x05F4	0xD002      	BRA         L_WordToStr10
L_WordToStr11:
;__Lib_Conversions.c,98 :: 		
0x05F6	0x0676      	DECF        WordToStr_len_L0, 1 
;__Lib_Conversions.c,99 :: 		
0x05F8	0xD7CF      	BRA         L_WordToStr9
L_WordToStr10:
;__Lib_Conversions.c,100 :: 		
L_end_WordToStr:
0x05FA	0x0012      	RETURN      0
; end of _WordToStr
_Mul_32x32_FP:
;__Lib_MathDouble.c,1130 :: 		
;__Lib_MathDouble.c,1148 :: 		
0x05FC	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1149 :: 		
0x05FE	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,1151 :: 		
0x0600	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1152 :: 		
0x0602	0x6207      	CPFSEQ      R7, 0
;__Lib_MathDouble.c,1153 :: 		
0x0604	0x6403      	CPFSGT      R3, 0
;__Lib_MathDouble.c,1154 :: 		
0x0606	0xF003EF83  	GOTO        MULJPRES032
;__Lib_MathDouble.c,1157 :: 		
0x060A	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1158 :: 		
0x060C	0x1806      	XORWF       R6, 0, 0
;__Lib_MathDouble.c,1159 :: 		
0x060E	0x6E0A      	MOVWF       R10, 0
;__Lib_MathDouble.c,1161 :: 		
0x0610	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,1162 :: 		
0x0612	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1163 :: 		
0x0614	0x0E7E      	MOVLW       126
;__Lib_MathDouble.c,1164 :: 		
0x0616	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1165 :: 		
0x0618	0xF003EF14  	GOTO        MTUN32
;__Lib_MathDouble.c,1167 :: 		
0x061C	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1168 :: 		
0x061E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1169 :: 		
0x0620	0xF003EF87  	GOTO        MULJPSETFOV32
;__Lib_MathDouble.c,1170 :: 		
0x0624	0xF003EF18  	GOTO        MOK32
;__Lib_MathDouble.c,1172 :: 		
MTUN32:
;__Lib_MathDouble.c,1173 :: 		
0x0628	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1174 :: 		
0x062A	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1175 :: 		
0x062C	0xF003EF8B  	GOTO        MULJPSETFUN32
;__Lib_MathDouble.c,1177 :: 		
MOK32:
;__Lib_MathDouble.c,1178 :: 		
0x0630	0x8E02      	BSF         R2, 7, 0
;__Lib_MathDouble.c,1179 :: 		
0x0632	0x8E06      	BSF         R6, 7, 0
;__Lib_MathDouble.c,1181 :: 		
0x0634	0xF00EC002  	MOVFF       R2, R14
;__Lib_MathDouble.c,1182 :: 		
0x0638	0xF00BC001  	MOVFF       R1, R11
;__Lib_MathDouble.c,1183 :: 		
0x063C	0xF00DC000  	MOVFF       R0, R13
;__Lib_MathDouble.c,1185 :: 		
0x0640	0x5000      	MOVF        R0, 0, 0
;__Lib_MathDouble.c,1186 :: 		
0x0642	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1187 :: 		
0x0644	0xF00CCFF4  	MOVFF       PRODH, R12
;__Lib_MathDouble.c,1189 :: 		
0x0648	0x5001      	MOVF        R1, 0, 0
;__Lib_MathDouble.c,1190 :: 		
0x064A	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1191 :: 		
0x064C	0xF000CFF4  	MOVFF       PRODH, R0
;__Lib_MathDouble.c,1192 :: 		
0x0650	0xF008CFF3  	MOVFF       PRODL, R8
;__Lib_MathDouble.c,1194 :: 		
0x0654	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1195 :: 		
0x0656	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1196 :: 		
0x0658	0x260C      	ADDWF       R12, 1, 0
;__Lib_MathDouble.c,1197 :: 		
0x065A	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1198 :: 		
0x065C	0x2208      	ADDWFC      R8, 1, 0
;__Lib_MathDouble.c,1199 :: 		
0x065E	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1200 :: 		
0x0660	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1202 :: 		
0x0662	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1203 :: 		
0x0664	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1204 :: 		
0x0666	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1205 :: 		
0x0668	0x260C      	ADDWF       R12, 1, 0
;__Lib_MathDouble.c,1206 :: 		
0x066A	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1207 :: 		
0x066C	0x2208      	ADDWFC      R8, 1, 0
;__Lib_MathDouble.c,1208 :: 		
0x066E	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1209 :: 		
0x0670	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1211 :: 		
0x0672	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1212 :: 		
0x0674	0x0204      	MULWF       R4, 0
