;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 17/04/2017 09:56:42
;----------------------------------------------

;Address Opcode 	ASM
;alarme.c,447 :: 		break;
0x0858	0xD074      	BRA         L_keyHandler61
;alarme.c,449 :: 		case 126:
L_keyHandler77:
;alarme.c,450 :: 		*type = DIVI;
0x085A	0xFFE1C1C3  	MOVFF       FARG_keyHandler_type, FSR1L
0x085E	0xFFE2C1C4  	MOVFF       FARG_keyHandler_type+1, FSR1H
0x0862	0x0E04      	MOVLW       4
0x0864	0x6EE6      	MOVWF       POSTINC1 
;alarme.c,451 :: 		break;
0x0866	0xD06D      	BRA         L_keyHandler61
;alarme.c,452 :: 		}
L_keyHandler60:
0x0868	0x0E00      	MOVLW       0
0x086A	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x086C	0xE102      	BNZ         L__keyHandler105
0x086E	0x0EE7      	MOVLW       231
0x0870	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler105:
0x0872	0xB4D8      	BTFSC       STATUS, 2 
0x0874	0xD764      	BRA         L_keyHandler62
0x0876	0x0E00      	MOVLW       0
0x0878	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x087A	0xE102      	BNZ         L__keyHandler106
0x087C	0x0ED7      	MOVLW       215
0x087E	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler106:
0x0880	0xB4D8      	BTFSC       STATUS, 2 
0x0882	0xD764      	BRA         L_keyHandler63
0x0884	0x0E00      	MOVLW       0
0x0886	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0888	0xE102      	BNZ         L__keyHandler107
0x088A	0x0EB7      	MOVLW       183
0x088C	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler107:
0x088E	0xB4D8      	BTFSC       STATUS, 2 
0x0890	0xD766      	BRA         L_keyHandler64
0x0892	0x0E00      	MOVLW       0
0x0894	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0896	0xE102      	BNZ         L__keyHandler108
0x0898	0x0E77      	MOVLW       119
0x089A	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler108:
0x089C	0xB4D8      	BTFSC       STATUS, 2 
0x089E	0xD765      	BRA         L_keyHandler65
0x08A0	0x0E00      	MOVLW       0
0x08A2	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x08A4	0xE102      	BNZ         L__keyHandler109
0x08A6	0x0EEB      	MOVLW       235
0x08A8	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler109:
0x08AA	0xB4D8      	BTFSC       STATUS, 2 
0x08AC	0xD765      	BRA         L_keyHandler66
0x08AE	0x0E00      	MOVLW       0
0x08B0	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x08B2	0xE102      	BNZ         L__keyHandler110
0x08B4	0x0EDB      	MOVLW       219
0x08B6	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler110:
0x08B8	0xB4D8      	BTFSC       STATUS, 2 
0x08BA	0xD769      	BRA         L_keyHandler67
0x08BC	0x0E00      	MOVLW       0
0x08BE	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x08C0	0xE102      	BNZ         L__keyHandler111
0x08C2	0x0EBB      	MOVLW       187
0x08C4	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler111:
0x08C6	0xB4D8      	BTFSC       STATUS, 2 
0x08C8	0xD76D      	BRA         L_keyHandler68
0x08CA	0x0E00      	MOVLW       0
0x08CC	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x08CE	0xE102      	BNZ         L__keyHandler112
0x08D0	0x0E7B      	MOVLW       123
0x08D2	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler112:
0x08D4	0xB4D8      	BTFSC       STATUS, 2 
0x08D6	0xD771      	BRA         L_keyHandler69
0x08D8	0x0E00      	MOVLW       0
0x08DA	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x08DC	0xE102      	BNZ         L__keyHandler113
0x08DE	0x0EED      	MOVLW       237
0x08E0	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler113:
0x08E2	0xB4D8      	BTFSC       STATUS, 2 
0x08E4	0xD771      	BRA         L_keyHandler70
0x08E6	0x0E00      	MOVLW       0
0x08E8	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x08EA	0xE102      	BNZ         L__keyHandler114
0x08EC	0x0EDD      	MOVLW       221
0x08EE	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler114:
0x08F0	0xB4D8      	BTFSC       STATUS, 2 
0x08F2	0xD775      	BRA         L_keyHandler71
0x08F4	0x0E00      	MOVLW       0
0x08F6	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x08F8	0xE102      	BNZ         L__keyHandler115
0x08FA	0x0EBD      	MOVLW       189
0x08FC	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler115:
0x08FE	0xB4D8      	BTFSC       STATUS, 2 
0x0900	0xD779      	BRA         L_keyHandler72
0x0902	0x0E00      	MOVLW       0
0x0904	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0906	0xE102      	BNZ         L__keyHandler116
0x0908	0x0E7D      	MOVLW       125
0x090A	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler116:
0x090C	0xB4D8      	BTFSC       STATUS, 2 
0x090E	0xD77D      	BRA         L_keyHandler73
0x0910	0x0E00      	MOVLW       0
0x0912	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0914	0xE102      	BNZ         L__keyHandler117
0x0916	0x0EEE      	MOVLW       238
0x0918	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler117:
0x091A	0xB4D8      	BTFSC       STATUS, 2 
0x091C	0xD77D      	BRA         L_keyHandler74
0x091E	0x0E00      	MOVLW       0
0x0920	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x0922	0xE102      	BNZ         L__keyHandler118
0x0924	0x0EDE      	MOVLW       222
0x0926	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler118:
0x0928	0xE082      	BZ          L_keyHandler75
0x092A	0x0E00      	MOVLW       0
0x092C	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x092E	0xE102      	BNZ         L__keyHandler119
0x0930	0x0EBE      	MOVLW       190
0x0932	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler119:
0x0934	0xE087      	BZ          L_keyHandler76
0x0936	0x0E00      	MOVLW       0
0x0938	0x19C2      	XORWF       FARG_keyHandler_key+1, 0, 1
0x093A	0xE102      	BNZ         L__keyHandler120
0x093C	0x0E7E      	MOVLW       126
0x093E	0x19C1      	XORWF       FARG_keyHandler_key, 0, 1
L__keyHandler120:
0x0940	0xE08C      	BZ          L_keyHandler77
L_keyHandler61:
;alarme.c,454 :: 		return result;
0x0942	0xF000C1C5  	MOVFF       keyHandler_result_L0, R0
0x0946	0xF001C1C6  	MOVFF       keyHandler_result_L0+1, R1
;alarme.c,455 :: 		}
L_end_keyHandler:
0x094A	0x0012      	RETURN      0
; end of _keyHandler
_Word2Double:
;__Lib_MathDouble.c,2335 :: 		
;__Lib_MathDouble.c,2344 :: 		
0x094C	0x5000      	MOVF        R0, 0, 0
;__Lib_MathDouble.c,2345 :: 		
0x094E	0x6E08      	MOVWF       R8, 0
;__Lib_MathDouble.c,2346 :: 		
0x0950	0x5001      	MOVF        R1, 0, 0
;__Lib_MathDouble.c,2347 :: 		
0x0952	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,2348 :: 		
0x0954	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,2349 :: 		
0x0956	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,2350 :: 		
0x0958	0x6A03      	CLRF        R3, 0
;__Lib_MathDouble.c,2353 :: 		
0x095A	0x6A0B      	CLRF        R11, 0
;__Lib_MathDouble.c,2354 :: 		
0x095C	0x6A0C      	CLRF        R12, 0
;__Lib_MathDouble.c,2356 :: 		
0x095E	0x0E96      	MOVLW       150
;__Lib_MathDouble.c,2357 :: 		
0x0960	0x6E03      	MOVWF       R3, 0
;__Lib_MathDouble.c,2358 :: 		
0x0962	0x6A0A      	CLRF        R10, 0
;__Lib_MathDouble.c,2360 :: 		
0x0964	0xF001C000  	MOVFF       R0, R1
;__Lib_MathDouble.c,2361 :: 		
0x0968	0xF000C008  	MOVFF       R8, R0
;__Lib_MathDouble.c,2362 :: 		
0x096C	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,2363 :: 		
0x096E	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,2365 :: 		
0x0970	0xDCD0      	RCALL       _NRM3232
;__Lib_MathDouble.c,2366 :: 		
L_end_Word2Double:
0x0972	0x0012      	RETURN      0
; end of _Word2Double
_NRM4032:
;__Lib_MathDouble.c,174 :: 		
;__Lib_MathDouble.c,183 :: 		
0x0974	0xB00C      	BTFSC       R12, 0, 0
;__Lib_MathDouble.c,184 :: 		
0x0976	0xF004EFFC  	GOTO        NRMRND4032
;__Lib_MathDouble.c,185 :: 		
0x097A	0xA20C      	BTFSS       R12, 1, 0
;__Lib_MathDouble.c,186 :: 		
0x097C	0xF005EFA4  	GOTO        NRM40JPSETFOV32
;__Lib_MathDouble.c,188 :: 		
0x0980	0x6A0E      	CLRF        R14, 0
;__Lib_MathDouble.c,189 :: 		
0x0982	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,190 :: 		
0x0984	0x6402      	CPFSGT      R2, 0
;__Lib_MathDouble.c,191 :: 		
0x0986	0xF005EF13  	GOTO        NRM4032A
;__Lib_MathDouble.c,194 :: 		
0x098A	0x0EF0      	MOVLW       240
;__Lib_MathDouble.c,195 :: 		
0x098C	0x1402      	ANDWF       R2, 0, 0
;__Lib_MathDouble.c,196 :: 		
0x098E	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,197 :: 		
0x0990	0xF004EFDE  	GOTO        NORM4032
;__Lib_MathDouble.c,199 :: 		
0x0994	0x3A02      	SWAPF       R2, 1, 0
;__Lib_MathDouble.c,200 :: 		
0x0996	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,201 :: 		
0x0998	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,202 :: 		
0x099A	0x2602      	ADDWF       R2, 1, 0
;__Lib_MathDouble.c,204 :: 		
0x099C	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,205 :: 		
0x099E	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,206 :: 		
0x09A0	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,207 :: 		
0x09A2	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,208 :: 		
0x09A4	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,209 :: 		
0x09A6	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,211 :: 		
0x09A8	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,212 :: 		
0x09AA	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,213 :: 		
0x09AC	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,214 :: 		
0x09AE	0x3808      	SWAPF       R8, 0, 0
;__Lib_MathDouble.c,215 :: 		
0x09B0	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,216 :: 		
0x09B2	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,218 :: 		
0x09B4	0x3808      	SWAPF       R8, 0, 0
;__Lib_MathDouble.c,219 :: 		
0x09B6	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,220 :: 		
0x09B8	0x6E08      	MOVWF       R8, 0
;__Lib_MathDouble.c,222 :: 		
0x09BA	0x840E      	BSF         R14, 2, 0
;__Lib_MathDouble.c,224 :: 		
NORM4032:
;__Lib_MathDouble.c,225 :: 		
0x09BC	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,227 :: 		
0x09BE	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,228 :: 		
0x09C0	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,229 :: 		
0x09C4	0x3608      	RLCF        R8, 1, 0
;__Lib_MathDouble.c,230 :: 		
0x09C6	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,231 :: 		
0x09C8	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,232 :: 		
0x09CA	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,233 :: 		
0x09CC	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,234 :: 		
0x09CE	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,235 :: 		
0x09D0	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,236 :: 		
0x09D4	0x3608      	RLCF        R8, 1, 0
;__Lib_MathDouble.c,237 :: 		
0x09D6	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,238 :: 		
0x09D8	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,239 :: 		
0x09DA	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,240 :: 		
0x09DC	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,241 :: 		
0x09DE	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,242 :: 		
0x09E0	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,243 :: 		
0x09E4	0x3608      	RLCF        R8, 1, 0
;__Lib_MathDouble.c,244 :: 		
0x09E6	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,245 :: 		
0x09E8	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,246 :: 		
0x09EA	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,247 :: 		
0x09EC	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,249 :: 		
TNORMUN4032:
;__Lib_MathDouble.c,250 :: 		
0x09EE	0x500E      	MOVF        R14, 0, 0
;__Lib_MathDouble.c,251 :: 		
0x09F0	0x6403      	CPFSGT      R3, 0
;__Lib_MathDouble.c,252 :: 		
0x09F2	0xF005EF98  	GOTO        NRM40JPSETFUN32
;__Lib_MathDouble.c,253 :: 		
0x09F6	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,255 :: 		
NRMRND4032:
;__Lib_MathDouble.c,256 :: 		
0x09F8	0xBC0B      	BTFSC       R11, 6, 0
;__Lib_MathDouble.c,257 :: 		
0x09FA	0xAE08      	BTFSS       R8, 7, 0
;__Lib_MathDouble.c,258 :: 		
0x09FC	0xF005EF9E  	GOTO        NRM40JPFIXSIGN32
;__Lib_MathDouble.c,259 :: 		
0x0A00	0x80D8      	BSF         STATUS, 0, 0
;__Lib_MathDouble.c,260 :: 		
0x0A02	0x0E80      	MOVLW       128
;__Lib_MathDouble.c,261 :: 		
0x0A04	0x6408      	CPFSGT      R8, 0
;__Lib_MathDouble.c,262 :: 		
0x0A06	0x3000      	RRCF        R0, 0, 0
;__Lib_MathDouble.c,263 :: 		
0x0A08	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,264 :: 		
0x0A0A	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,265 :: 		
0x0A0C	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,266 :: 		
0x0A0E	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,268 :: 		
0x0A10	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,269 :: 		
0x0A12	0xF005EF9E  	GOTO        NRM40JPFIXSIGN32
;__Lib_MathDouble.c,270 :: 		
0x0A16	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,271 :: 		
0x0A18	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,272 :: 		
0x0A1A	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,273 :: 		
0x0A1C	0x4A03      	INFSNZ      R3, 1, 0
;__Lib_MathDouble.c,274 :: 		
0x0A1E	0xF005EFA4  	GOTO        NRM40JPSETFOV32
;__Lib_MathDouble.c,275 :: 		
0x0A22	0xF005EF9E  	GOTO        NRM40JPFIXSIGN32
;__Lib_MathDouble.c,277 :: 		
NRM4032A:
;__Lib_MathDouble.c,278 :: 		
0x0A26	0xF002C001  	MOVFF       R1, R2
;__Lib_MathDouble.c,279 :: 		
0x0A2A	0xF001C000  	MOVFF       R0, R1
;__Lib_MathDouble.c,280 :: 		
0x0A2E	0xF000C008  	MOVFF       R8, R0
;__Lib_MathDouble.c,281 :: 		
0x0A32	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,282 :: 		
0x0A34	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,283 :: 		
0x0A36	0x860E      	BSF         R14, 3, 0
;__Lib_MathDouble.c,284 :: 		
0x0A38	0x6402      	CPFSGT      R2, 0
;__Lib_MathDouble.c,285 :: 		
0x0A3A	0xF005EF4A  	GOTO        NRM4032B
;__Lib_MathDouble.c,288 :: 		
0x0A3E	0x0EF0      	MOVLW       240
;__Lib_MathDouble.c,289 :: 		
0x0A40	0x1402      	ANDWF       R2, 0, 0
;__Lib_MathDouble.c,290 :: 		
0x0A42	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,291 :: 		
0x0A44	0xF005EF32  	GOTO        NORM4032A
;__Lib_MathDouble.c,292 :: 		
0x0A48	0x3A02      	SWAPF       R2, 1, 0
;__Lib_MathDouble.c,293 :: 		
0x0A4A	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,294 :: 		
0x0A4C	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,295 :: 		
0x0A4E	0x2602      	ADDWF       R2, 1, 0
;__Lib_MathDouble.c,297 :: 		
0x0A50	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,298 :: 		
0x0A52	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,299 :: 		
0x0A54	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,300 :: 		
0x0A56	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,301 :: 		
0x0A58	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,302 :: 		
0x0A5A	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,304 :: 		
0x0A5C	0x3800      	SWAPF       R0, 0, 0
;__Lib_MathDouble.c,305 :: 		
0x0A5E	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,306 :: 		
0x0A60	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,308 :: 		
0x0A62	0x840E      	BSF         R14, 2, 0
;__Lib_MathDouble.c,310 :: 		
NORM4032A:
;__Lib_MathDouble.c,311 :: 		
0x0A64	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,313 :: 		
0x0A66	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,314 :: 		
0x0A68	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,315 :: 		
0x0A6C	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,316 :: 		
0x0A6E	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,317 :: 		
0x0A70	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,318 :: 		
0x0A72	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,319 :: 		
0x0A74	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,320 :: 		
0x0A76	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,321 :: 		
0x0A7A	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,322 :: 		
0x0A7C	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,323 :: 		
0x0A7E	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,324 :: 		
0x0A80	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,325 :: 		
0x0A82	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,326 :: 		
0x0A84	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,327 :: 		
0x0A88	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,328 :: 		
0x0A8A	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,329 :: 		
0x0A8C	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,330 :: 		
0x0A8E	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,331 :: 		
0x0A90	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,333 :: 		
NRM4032B:
;__Lib_MathDouble.c,334 :: 		
0x0A94	0xF002C001  	MOVFF       R1, R2
;__Lib_MathDouble.c,335 :: 		
0x0A98	0xF001C000  	MOVFF       R0, R1
;__Lib_MathDouble.c,336 :: 		
0x0A9C	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,337 :: 		
0x0A9E	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,338 :: 		
0x0AA0	0x960E      	BCF         R14, 3, 0
;__Lib_MathDouble.c,339 :: 		
0x0AA2	0x880E      	BSF         R14, 4, 0
;__Lib_MathDouble.c,340 :: 		
0x0AA4	0x6402      	CPFSGT      R2, 0
;__Lib_MathDouble.c,341 :: 		
0x0AA6	0xF005EF77  	GOTO        NRM4032C
;__Lib_MathDouble.c,344 :: 		
0x0AAA	0x0EF0      	MOVLW       240
;__Lib_MathDouble.c,345 :: 		
0x0AAC	0x1402      	ANDWF       R2, 0, 0
;__Lib_MathDouble.c,346 :: 		
0x0AAE	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,347 :: 		
0x0AB0	0xF005EF62  	GOTO        NORM4032B
;__Lib_MathDouble.c,349 :: 		
0x0AB4	0x3A02      	SWAPF       R2, 1, 0
;__Lib_MathDouble.c,350 :: 		
0x0AB6	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,351 :: 		
0x0AB8	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,352 :: 		
0x0ABA	0x2602      	ADDWF       R2, 1, 0
;__Lib_MathDouble.c,354 :: 		
0x0ABC	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,355 :: 		
0x0ABE	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,356 :: 		
0x0AC0	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,358 :: 		
0x0AC2	0x840E      	BSF         R14, 2, 0
;__Lib_MathDouble.c,360 :: 		
NORM4032B:
;__Lib_MathDouble.c,361 :: 		
0x0AC4	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,362 :: 		
0x0AC6	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,363 :: 		
0x0AC8	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,364 :: 		
0x0ACC	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,365 :: 		
0x0ACE	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,366 :: 		
0x0AD0	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,367 :: 		
0x0AD2	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,368 :: 		
0x0AD4	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,369 :: 		
0x0AD8	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,370 :: 		
0x0ADA	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,371 :: 		
0x0ADC	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,372 :: 		
0x0ADE	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,373 :: 		
0x0AE0	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,374 :: 		
0x0AE4	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,375 :: 		
0x0AE6	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,376 :: 		
0x0AE8	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,377 :: 		
0x0AEA	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,379 :: 		
NRM4032C:
;__Lib_MathDouble.c,380 :: 		
0x0AEE	0xF002C001  	MOVFF       R1, R2
;__Lib_MathDouble.c,381 :: 		
0x0AF2	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,382 :: 		
0x0AF4	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,383 :: 		
0x0AF6	0x860E      	BSF         R14, 3, 0
;__Lib_MathDouble.c,384 :: 		
0x0AF8	0x6402      	CPFSGT      R2, 0
;__Lib_MathDouble.c,385 :: 		
0x0AFA	0xF005EFAA  	GOTO        NRM40JPRES032
;__Lib_MathDouble.c,388 :: 		
0x0AFE	0x0EF0      	MOVLW       240
;__Lib_MathDouble.c,389 :: 		
0x0B00	0x1402      	ANDWF       R2, 0, 0
;__Lib_MathDouble.c,390 :: 		
0x0B02	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,391 :: 		
0x0B04	0xF005EF86  	GOTO        NORM4032C
;__Lib_MathDouble.c,392 :: 		
0x0B08	0x3A02      	SWAPF       R2, 1, 0
;__Lib_MathDouble.c,394 :: 		
0x0B0A	0x840E      	BSF         R14, 2, 0
;__Lib_MathDouble.c,396 :: 		
NORM4032C:
;__Lib_MathDouble.c,397 :: 		
0x0B0C	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,399 :: 		
0x0B0E	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,400 :: 		
0x0B10	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,401 :: 		
0x0B14	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,402 :: 		
0x0B16	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,403 :: 		
0x0B18	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,404 :: 		
0x0B1A	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,405 :: 		
0x0B1E	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,406 :: 		
0x0B20	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,407 :: 		
0x0B22	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,408 :: 		
0x0B24	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,409 :: 		
0x0B28	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,410 :: 		
0x0B2A	0x2A0E      	INCF        R14, 1, 0
;__Lib_MathDouble.c,411 :: 		
0x0B2C	0xF004EFF7  	GOTO        TNORMUN4032
;__Lib_MathDouble.c,413 :: 		
NRM40JPSETFUN32:
;__Lib_MathDouble.c,414 :: 		
0x0B30	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,415 :: 		
0x0B32	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,417 :: 		
0x0B34	0xF001EC1F  	CALL        _SETFUN32, 0
;__Lib_MathDouble.c,419 :: 		
0x0B38	0xF005EFAE  	GOTO        NRM40EEE
